Order Date,Customer Name,Country,City,State,Region,Category,Sales,Quantity
26-06-2016,Alejandro Ballentine,United States,Plano,Texas,Central,Technology,13.616,2
25-09-2015,Phillina Ober,United States,Bayonne,New Jersey,East,Technology,63.96,4
25-09-2015,Phillina Ober,United States,Bayonne,New Jersey,East,Office Supplies,14.46,3
25-09-2015,Phillina Ober,United States,Bayonne,New Jersey,East,Technology,104.98,2
27-12-2015,Arthur Gainer,United States,Los Angeles,California,West,Office Supplies,106.96,2
27-12-2015,Arthur Gainer,United States,Los Angeles,California,West,Office Supplies,21.56,7
03-06-2014,Steven Cartwright,United States,Seattle,Washington,West,Furniture,515.88,6
13-07-2015,Natalie DeCherney,United States,New York City,New York,East,Office Supplies,11.808,2
13-07-2015,Natalie DeCherney,United States,New York City,New York,East,Furniture,1931.04,9
13-07-2015,Natalie DeCherney,United States,New York City,New York,East,Office Supplies,9.96,2
02-02-2014,Cynthia Delaney,United States,San Diego,California,West,Office Supplies,12.35,5
08-03-2016,Patrick Gardner,United States,Glendale,Arizona,West,Office Supplies,9.702,3
22-11-2015,Irene Maddox,United States,Philadelphia,Pennsylvania,East,Office Supplies,11.61,2
30-10-2017,Jamie Kunitz,United States,San Francisco,California,West,Office Supplies,43.86,6
30-10-2017,Jamie Kunitz,United States,San Francisco,California,West,Technology,148.48,2
30-10-2017,Jamie Kunitz,United States,San Francisco,California,West,Office Supplies,7.42,2
30-10-2017,Jamie Kunitz,United States,San Francisco,California,West,Furniture,71.992,1
30-10-2017,Jamie Kunitz,United States,San Francisco,California,West,Office Supplies,19.9,5
30-10-2017,Jamie Kunitz,United States,San Francisco,California,West,Office Supplies,1702.12,14
30-01-2015,Jeremy Pistek,United States,Houston,Texas,Central,Office Supplies,14.304,6
08-09-2017,Michelle Moray,United States,Chicago,Illinois,Central,Furniture,765.625,7
07-10-2017,Debra Catini,United States,San Francisco,California,West,Furniture,307.666,2
30-04-2016,John Lee,United States,New York City,New York,East,Office Supplies,7.712,2
19-05-2016,Bradley Nguyen,United States,New York City,New York,East,Office Supplies,242.9,5
19-05-2016,Bradley Nguyen,United States,New York City,New York,East,Office Supplies,454.9,5
19-05-2016,Bradley Nguyen,United States,New York City,New York,East,Furniture,35.92,4
19-05-2016,Bradley Nguyen,United States,New York City,New York,East,Furniture,39.76,8
19-05-2016,Bradley Nguyen,United States,New York City,New York,East,Office Supplies,47.744,4
20-12-2015,Katherine Ducich,United States,Chicago,Illinois,Central,Technology,159.984,2
20-12-2015,Katherine Ducich,United States,Chicago,Illinois,Central,Technology,255.968,4
20-12-2015,Katherine Ducich,United States,Chicago,Illinois,Central,Furniture,359.058,3
19-12-2015,Jay Kimmel,United States,Philadelphia,Pennsylvania,East,Office Supplies,434.352,3
19-12-2015,Jay Kimmel,United States,Philadelphia,Pennsylvania,East,Office Supplies,3.552,2
19-12-2015,Jay Kimmel,United States,Philadelphia,Pennsylvania,East,Office Supplies,88.832,4
29-04-2017,Filia McAdams,United States,Dublin,Ohio,East,Furniture,1048.35,5
07-02-2016,Christina Anderson,United States,Springfield,Virginia,South,Technology,100,4
07-02-2016,Christina Anderson,United States,Springfield,Virginia,South,Office Supplies,7.83,3
28-09-2014,Keith Dawkins,United States,Fayetteville,North Carolina,South,Office Supplies,96.256,8
28-09-2014,Keith Dawkins,United States,Fayetteville,North Carolina,South,Office Supplies,10.688,2
10-07-2016,Logan Haushalter,United States,Dallas,Texas,Central,Office Supplies,338.04,3
10-07-2016,Logan Haushalter,United States,Dallas,Texas,Central,Office Supplies,154.24,4
29-07-2017,Anna Gayman,United States,Jacksonville,North Carolina,South,Office Supplies,34.848,2
29-07-2017,Anna Gayman,United States,Jacksonville,North Carolina,South,Technology,22,5
29-07-2017,Anna Gayman,United States,Jacksonville,North Carolina,South,Office Supplies,4.368,3
03-09-2015,David Bremer,United States,San Francisco,California,West,Office Supplies,31.44,3
03-09-2015,David Bremer,United States,San Francisco,California,West,Technology,17.9,2
03-09-2015,David Bremer,United States,San Francisco,California,West,Technology,129.45,5
09-08-2014,Emily Ducich,United States,San Diego,California,West,Office Supplies,20.88,8
30-10-2017,Mick Crebagga,United States,Philadelphia,Pennsylvania,East,Office Supplies,20.736,4
30-10-2017,Mick Crebagga,United States,Philadelphia,Pennsylvania,East,Furniture,7.168,2
30-10-2017,Mick Crebagga,United States,Philadelphia,Pennsylvania,East,Office Supplies,11.168,2
30-10-2017,Mick Crebagga,United States,Philadelphia,Pennsylvania,East,Technology,442.4,7
06-06-2014,Bryan Mills,United States,Rochester,New York,East,Office Supplies,13.36,2
13-08-2016,Erin Mull,United States,Jacksonville,North Carolina,South,Office Supplies,11.232,8
13-08-2016,Erin Mull,United States,Jacksonville,North Carolina,South,Office Supplies,10.272,3
25-04-2014,Dianna Arnett,United States,Houston,Texas,Central,Office Supplies,10.368,2
25-04-2014,Dianna Arnett,United States,Houston,Texas,Central,Office Supplies,6.24,3
22-11-2015,Meg O'Connel,United States,San Antonio,Texas,Central,Furniture,206.962,2
14-10-2017,Joni Wasserman,United States,Oakland,California,West,Furniture,9.46,2
02-12-2017,Victoria Wilson,United States,San Francisco,California,West,Office Supplies,559.62,9
02-12-2017,Victoria Wilson,United States,San Francisco,California,West,Office Supplies,109.92,2
02-12-2017,Victoria Wilson,United States,San Francisco,California,West,Office Supplies,8.56,2
08-12-2015,Tonja Turnell,United States,Fort Worth,Texas,Central,Office Supplies,360.712,11
08-12-2015,Tonja Turnell,United States,Fort Worth,Texas,Central,Technology,1718.4,6
13-07-2015,Sara Luxemburg,United States,Houston,Texas,Central,Office Supplies,41.568,6
11-05-2014,Raymond Messe,United States,Houston,Texas,Central,Technology,46.864,2
05-01-2014,Mick Brown,United States,Philadelphia,Pennsylvania,East,Office Supplies,19.536,3
05-09-2015,Arthur Gainer,United States,San Diego,California,West,Furniture,411.332,4
05-09-2015,Arthur Gainer,United States,San Diego,California,West,Office Supplies,28.752,6
05-09-2015,Arthur Gainer,United States,San Diego,California,West,Furniture,293.199,3
04-08-2016,Max Ludwig,United States,Suffolk,Virginia,South,Office Supplies,35.06,2
04-08-2016,Max Ludwig,United States,Suffolk,Virginia,South,Office Supplies,4.13,1
04-08-2016,Max Ludwig,United States,Suffolk,Virginia,South,Furniture,109.8,9
04-08-2016,Max Ludwig,United States,Suffolk,Virginia,South,Office Supplies,9.82,2
22-03-2014,Craig Carroll,United States,Greensboro,North Carolina,South,Office Supplies,7.644,4
22-03-2014,Craig Carroll,United States,Greensboro,North Carolina,South,Office Supplies,51.465,5
02-03-2017,Stewart Carmichael,United States,Dallas,Texas,Central,Office Supplies,6.976,4
02-03-2017,Stewart Carmichael,United States,Dallas,Texas,Central,Office Supplies,12.222,7
27-11-2016,Greg Guthrie,United States,Chicago,Illinois,Central,Office Supplies,97.984,2
27-11-2016,Greg Guthrie,United States,Chicago,Illinois,Central,Technology,62.4,6
28-04-2014,Muhammed Yedwab,United States,Baltimore,Maryland,East,Office Supplies,20.86,2
28-04-2014,Muhammed Yedwab,United States,Baltimore,Maryland,East,Office Supplies,497.61,9
28-04-2014,Muhammed Yedwab,United States,Baltimore,Maryland,East,Office Supplies,5.34,2
28-04-2014,Muhammed Yedwab,United States,Baltimore,Maryland,East,Office Supplies,3.15,1
24-11-2015,Darren Powers,United States,Los Angeles,California,West,Office Supplies,368.91,9
24-11-2015,Darren Powers,United States,Los Angeles,California,West,Office Supplies,14.7,5
11-11-2016,Bryan Davis,United States,New York City,New York,East,Technology,59.97,3
11-11-2016,Bryan Davis,United States,New York City,New York,East,Office Supplies,83.36,1
09-07-2015,Claudia Bergmann,United States,Franklin,Massachusetts,East,Office Supplies,6.58,2
09-07-2015,Claudia Bergmann,United States,Franklin,Massachusetts,East,Office Supplies,122.94,3
22-09-2017,Jim Epp,United States,Milwaukee,Wisconsin,Central,Office Supplies,219.84,4
22-09-2017,Jim Epp,United States,Milwaukee,Wisconsin,Central,Technology,98.16,6
22-09-2017,Jim Epp,United States,Milwaukee,Wisconsin,Central,Office Supplies,33.04,8
22-09-2017,Jim Epp,United States,Milwaukee,Wisconsin,Central,Technology,86.97,3
15-02-2015,Roy Phan,United States,Kenosha,Wisconsin,Central,Technology,134.97,3
15-02-2015,Roy Phan,United States,Kenosha,Wisconsin,Central,Technology,699.98,2
15-02-2015,Roy Phan,United States,Kenosha,Wisconsin,Central,Technology,139.95,5
30-09-2014,Russell Applegate,United States,New York City,New York,East,Office Supplies,48.94,1
01-12-2014,Resi Pölking,United States,Madison,Wisconsin,Central,Furniture,2807.84,8
01-12-2014,Resi Pölking,United States,Madison,Wisconsin,Central,Office Supplies,46.64,4
08-12-2014,Thomas Boland,United States,Houston,Texas,Central,Office Supplies,60.416,2
05-09-2016,Brad Eason,United States,Olathe,Kansas,Central,Office Supplies,107.94,3
27-08-2017,Mathew Reese,United States,New York City,New York,East,Office Supplies,63.84,8
27-08-2017,Mathew Reese,United States,New York City,New York,East,Technology,347.97,3
27-08-2017,Mathew Reese,United States,New York City,New York,East,Office Supplies,37.008,6
07-07-2016,Raymond Messe,United States,San Jose,California,West,Furniture,215.65,5
08-08-2016,Jill Fjeld,United States,Dallas,Texas,Central,Office Supplies,11.168,4
08-08-2016,Jill Fjeld,United States,Dallas,Texas,Central,Office Supplies,53.952,3
13-11-2016,Adrian Shami,United States,Auburn,Washington,West,Furniture,4.18,1
22-09-2017,Joseph Airdo,United States,Philadelphia,Pennsylvania,East,Office Supplies,5.607,1
22-09-2017,Joseph Airdo,United States,Philadelphia,Pennsylvania,East,Office Supplies,4663.736,7
22-09-2017,Joseph Airdo,United States,Philadelphia,Pennsylvania,East,Technology,79.984,2
25-12-2016,Grace Kelly,United States,Los Angeles,California,West,Technology,2575.944,7
25-12-2016,Grace Kelly,United States,Los Angeles,California,West,Office Supplies,45.36,7
25-12-2016,Grace Kelly,United States,Los Angeles,California,West,Technology,254.24,7
11-02-2016,Phillip Breyer,United States,Tulsa,Oklahoma,Central,Technology,69.93,7
23-10-2016,Heather Kirkland,United States,Chicago,Illinois,Central,Furniture,16.156,7
23-10-2016,Heather Kirkland,United States,Chicago,Illinois,Central,Office Supplies,54.816,3
09-06-2014,Frank Olsen,United States,Harrisonburg,Virginia,South,Furniture,1441.3,7
20-11-2017,Brian Thompson,United States,Newark,Ohio,East,Furniture,77.6,5
20-11-2017,Brian Thompson,United States,Newark,Ohio,East,Furniture,4.656,2
14-09-2015,Stefania Perrino,United States,Los Angeles,California,West,Furniture,170.136,3
04-06-2015,Lauren Leatherbury,United States,Seattle,Washington,West,Office Supplies,7.38,2
04-06-2015,Lauren Leatherbury,United States,Seattle,Washington,West,Office Supplies,9.26,2
13-12-2015,Matt Collins,United States,Los Angeles,California,West,Office Supplies,9.96,2
25-05-2014,Janet Lee,United States,Chicago,Illinois,Central,Office Supplies,75.6,2
25-05-2014,Janet Lee,United States,Chicago,Illinois,Central,Furniture,29.32,2
16-02-2016,Erin Ashbrook,United States,Chicago,Illinois,Central,Office Supplies,92.064,6
16-02-2016,Erin Ashbrook,United States,Chicago,Illinois,Central,Office Supplies,6.976,4
16-02-2016,Erin Ashbrook,United States,Chicago,Illinois,Central,Furniture,62.958,3
16-02-2016,Erin Ashbrook,United States,Chicago,Illinois,Central,Office Supplies,5.184,1
22-12-2016,Sue Ann Reed,United States,Redmond,Oregon,West,Office Supplies,31.32,10
22-12-2016,Sue Ann Reed,United States,Redmond,Oregon,West,Furniture,11.84,4
22-12-2016,Sue Ann Reed,United States,Redmond,Oregon,West,Furniture,22.784,1
08-02-2016,Cathy Hwang,United States,Raleigh,North Carolina,South,Technology,1127.976,3
13-07-2015,Neil Ducich,United States,Macon,Georgia,South,Office Supplies,38.88,6
18-05-2014,Bruce Stewart,United States,Cleveland,Ohio,East,Technology,779.796,2
21-10-2017,Sara Luxemburg,United States,Muskogee,Oklahoma,Central,Technology,1439.92,8
21-10-2017,Sara Luxemburg,United States,Muskogee,Oklahoma,Central,Furniture,262.11,1
05-11-2015,George Bell,United States,Monroe,North Carolina,South,Furniture,207,3
01-08-2017,Aaron Smayling,United States,Austin,Texas,Central,Technology,1439.982,3
01-08-2017,Aaron Smayling,United States,Austin,Texas,Central,Office Supplies,36.288,7
21-06-2014,Raymond Messe,United States,Meriden,Connecticut,East,Office Supplies,21.4,5
19-02-2017,Nicole Hansen,United States,Roswell,Georgia,South,Office Supplies,1245.86,7
01-08-2014,Barbara Fisher,United States,Charlotte,North Carolina,South,Office Supplies,17.544,3
01-08-2014,Barbara Fisher,United States,Charlotte,North Carolina,South,Furniture,44.128,4
01-08-2014,Barbara Fisher,United States,Charlotte,North Carolina,South,Office Supplies,62.92,1
01-08-2014,Barbara Fisher,United States,Charlotte,North Carolina,South,Office Supplies,78.304,2
18-07-2016,Katharine Harms,United States,Bowling Green,Kentucky,South,Furniture,140.81,1
09-02-2015,Frank Atkinson,United States,San Antonio,Texas,Central,Office Supplies,40.096,4
09-02-2015,Frank Atkinson,United States,San Antonio,Texas,Central,Furniture,40.784,2
29-07-2017,Giulietta Weimer,United States,Seattle,Washington,West,Technology,90.57,3
12-01-2017,Dianna Arnett,United States,Washington,District of Columbia,East,Office Supplies,40.08,6
12-01-2017,Dianna Arnett,United States,Washington,District of Columbia,East,Furniture,37.68,2
10-09-2017,Frank Hawley,United States,Los Angeles,California,West,Furniture,362.352,3
10-09-2017,Frank Hawley,United States,Los Angeles,California,West,Office Supplies,7.184,2
20-07-2015,Ralph Kennedy,United States,South Bend,Indiana,Central,Office Supplies,34.76,1
20-07-2015,Ralph Kennedy,United States,South Bend,Indiana,Central,Technology,831.2,5
20-07-2015,Ralph Kennedy,United States,South Bend,Indiana,Central,Office Supplies,26.4,5
20-07-2015,Ralph Kennedy,United States,South Bend,Indiana,Central,Office Supplies,106.75,7
20-07-2015,Ralph Kennedy,United States,South Bend,Indiana,Central,Office Supplies,97.82,2
20-07-2015,Ralph Kennedy,United States,South Bend,Indiana,Central,Office Supplies,141.4,5
13-06-2014,Filia McAdams,United States,Los Angeles,California,West,Office Supplies,14.52,3
12-05-2017,Alyssa Crouse,United States,Houston,Texas,Central,Office Supplies,127.92,5
12-05-2017,Alyssa Crouse,United States,Houston,Texas,Central,Office Supplies,34.24,4
03-09-2015,Jennifer Braxton,United States,Bristol,Connecticut,East,Office Supplies,137.62,2
03-09-2015,Jennifer Braxton,United States,Bristol,Connecticut,East,Technology,100.49,1
26-03-2017,Gary McGarr,United States,New York City,New York,East,Furniture,257.568,2
26-03-2017,Gary McGarr,United States,New York City,New York,East,Technology,119.96,4
12-11-2014,Roy Französisch,United States,San Antonio,Texas,Central,Office Supplies,49.632,4
13-10-2016,Noah Childs,United States,Aurora,Colorado,West,Furniture,727.45,5
13-10-2016,Noah Childs,United States,Aurora,Colorado,West,Furniture,24.96,3
12-11-2017,Nat Gilpin,United States,Newark,Ohio,East,Technology,370.782,3
15-04-2017,Adam Hart,United States,Henderson,Nevada,West,Furniture,196.45,5
25-06-2015,Cathy Hwang,United States,Philadelphia,Pennsylvania,East,Office Supplies,31.104,6
25-06-2015,Cathy Hwang,United States,Philadelphia,Pennsylvania,East,Office Supplies,78.256,2
26-08-2016,Charles Crestani,United States,Seattle,Washington,West,Office Supplies,6.48,1
21-07-2014,Michelle Ellison,United States,San Francisco,California,West,Office Supplies,99.2,5
21-07-2014,Michelle Ellison,United States,San Francisco,California,West,Furniture,801.568,2
21-07-2014,Michelle Ellison,United States,San Francisco,California,West,Furniture,272.848,1
21-11-2017,Benjamin Patterson,United States,Spokane,Washington,West,Furniture,70.98,1
04-06-2014,Mark Packer,United States,Columbus,Ohio,East,Office Supplies,16.224,2
10-03-2016,Caroline Jumper,United States,Long Beach,New York,East,Furniture,176.784,1
25-03-2017,John Castell,United States,San Antonio,Texas,Central,Technology,470.376,3
29-12-2017,James Galang,United States,Los Angeles,California,West,Furniture,393.568,4
29-12-2017,James Galang,United States,Los Angeles,California,West,Technology,302.376,3
28-03-2017,Cyma Kinney,United States,Jacksonville,Florida,South,Office Supplies,68.742,9
05-03-2015,Luke Foster,United States,New York City,New York,East,Office Supplies,29.34,3
05-03-2015,Luke Foster,United States,New York City,New York,East,Furniture,383.607,7
05-03-2015,Luke Foster,United States,New York City,New York,East,Office Supplies,563.4,4
13-11-2016,Chuck Clark,United States,Philadelphia,Pennsylvania,East,Office Supplies,217.056,7
19-01-2017,Dan Lawera,United States,Keller,Texas,Central,Office Supplies,6,2
22-04-2016,Paul Gonzalez,United States,San Francisco,California,West,Furniture,31.56,3
13-05-2014,Erica Hernandez,United States,Hialeah,Florida,South,Office Supplies,7.104,2
13-05-2014,Erica Hernandez,United States,Hialeah,Florida,South,Office Supplies,398.352,8
21-10-2014,Tracy Blumstein,United States,Fairfield,Ohio,East,Office Supplies,121.792,4
21-10-2014,Tracy Blumstein,United States,Fairfield,Ohio,East,Furniture,409.59,3
14-03-2014,Dean Katz,United States,Huntington Beach,California,West,Office Supplies,10.56,2
14-03-2014,Dean Katz,United States,Huntington Beach,California,West,Office Supplies,3.38,1
22-12-2017,Jeremy Pistek,United States,Port Orange,Florida,South,Office Supplies,7.824,1
24-11-2016,Carol Darley,United States,Medford,Oregon,West,Office Supplies,24.784,1
02-12-2017,Adam Shillingsburg,United States,Charlottesville,Virginia,South,Office Supplies,34.65,3
31-12-2015,Jas O'Carroll,United States,Missoula,Montana,West,Office Supplies,487.984,2
03-10-2017,Amy Cox,United States,Minneapolis,Minnesota,Central,Office Supplies,1793.98,2
29-08-2014,Ryan Akin,United States,Miami,Florida,South,Office Supplies,29.808,2
29-08-2014,Ryan Akin,United States,Miami,Florida,South,Office Supplies,505.176,4
29-08-2014,Ryan Akin,United States,Miami,Florida,South,Furniture,174.0585,3
29-06-2016,Corey-Lock,United States,Florence,South Carolina,South,Office Supplies,191.88,6
20-08-2016,Dianna Wilson,United States,Detroit,Michigan,Central,Technology,14.78,2
21-10-2017,Damala Kotsonis,United States,Springfield,Oregon,West,Office Supplies,5.184,1
21-10-2017,Damala Kotsonis,United States,Springfield,Oregon,West,Furniture,478.48,2
21-10-2017,Damala Kotsonis,United States,Springfield,Oregon,West,Technology,28.4,2
21-10-2017,Michael Dominguez,United States,Indianapolis,Indiana,Central,Office Supplies,909.12,8
17-05-2016,Roy Phan,United States,Apopka,Florida,South,Office Supplies,2.952,2
17-05-2016,Roy Phan,United States,Apopka,Florida,South,Office Supplies,27.018,6
03-02-2015,Rick Wilson,United States,Los Angeles,California,West,Furniture,136.92,4
18-12-2017,Duane Benoit,United States,Oceanside,New York,East,Furniture,18.96,2
15-11-2016,Stewart Carmichael,United States,Los Angeles,California,West,Technology,99.39,3
03-07-2017,Frank Hawley,United States,Houston,Texas,Central,Office Supplies,273.896,7
03-07-2017,Frank Hawley,United States,Houston,Texas,Central,Technology,597.132,3
15-01-2014,Erica Hackney,United States,Roswell,Georgia,South,Technology,149.95,5
30-04-2017,Ann Steele,United States,Boynton Beach,Florida,South,Office Supplies,4.608,2
30-04-2017,Ann Steele,United States,Boynton Beach,Florida,South,Office Supplies,15.528,3
30-04-2017,Ann Steele,United States,Boynton Beach,Florida,South,Office Supplies,11.952,3
08-11-2015,Helen Abelman,United States,Franklin,Massachusetts,East,Office Supplies,11.65,5
30-10-2015,Cathy Hwang,United States,Detroit,Michigan,Central,Technology,299.9,2
17-08-2017,Edward Hooks,United States,Watertown,New York,East,Office Supplies,895.92,5
17-08-2017,Edward Hooks,United States,Watertown,New York,East,Furniture,462.564,2
03-10-2015,Mary Zewe,United States,Reading,Pennsylvania,East,Office Supplies,15.008,2
08-07-2016,Scot Coram,United States,Arlington,Texas,Central,Technology,863.64,9
08-07-2016,Scot Coram,United States,Arlington,Texas,Central,Office Supplies,47.616,3
05-12-2017,Naresj Patel,United States,San Diego,California,West,Office Supplies,92.94,3
09-03-2017,Lindsay Williams,United States,San Francisco,California,West,Technology,199.98,2
09-06-2016,Greg Matthias,United States,Los Angeles,California,West,Technology,177.48,3
28-11-2017,Rick Hansen,United States,Denver,Colorado,West,Office Supplies,88.768,2
16-03-2017,Valerie Mitchum,United States,Seattle,Washington,West,Office Supplies,6.48,1
16-03-2017,Valerie Mitchum,United States,Seattle,Washington,West,Office Supplies,46.51,1
16-03-2017,Valerie Mitchum,United States,Seattle,Washington,West,Technology,659.976,3
27-11-2016,Craig Carreira,United States,Scottsdale,Arizona,West,Technology,271.992,1
06-08-2017,Seth Vernon,United States,Lafayette,Louisiana,South,Furniture,145.74,3
06-08-2017,Seth Vernon,United States,Lafayette,Louisiana,South,Furniture,15.4,5
27-11-2017,Lindsay Williams,United States,San Francisco,California,West,Office Supplies,244.55,5
27-11-2017,Lindsay Williams,United States,San Francisco,California,West,Technology,166.16,8
25-05-2015,Nora Pelletier,United States,San Francisco,California,West,Furniture,14.73,3
08-07-2016,Joe Elijah,United States,Broomfield,Colorado,West,Office Supplies,19.968,2
08-07-2016,Joe Elijah,United States,Broomfield,Colorado,West,Office Supplies,33.488,7
08-07-2016,Joe Elijah,United States,Broomfield,Colorado,West,Office Supplies,8.736,4
08-07-2016,Joe Elijah,United States,Broomfield,Colorado,West,Furniture,662.88,3
29-08-2017,Cathy Prescott,United States,Quincy,Illinois,Central,Office Supplies,47.36,4
29-08-2017,Cathy Prescott,United States,Quincy,Illinois,Central,Office Supplies,27.44,2
29-08-2017,Cathy Prescott,United States,Quincy,Illinois,Central,Office Supplies,3.24,9
20-06-2016,Erin Ashbrook,United States,Carrollton,Texas,Central,Technology,95.968,4
20-06-2016,Erin Ashbrook,United States,Carrollton,Texas,Central,Office Supplies,10.368,2
02-09-2017,Ann Chong,United States,New York City,New York,East,Office Supplies,23.1,2
02-09-2017,Ann Chong,United States,New York City,New York,East,Furniture,11.54,2
02-09-2017,Ann Chong,United States,New York City,New York,East,Furniture,254.526,1
02-09-2017,Ann Chong,United States,New York City,New York,East,Office Supplies,12.98,1
02-09-2017,Ann Chong,United States,New York City,New York,East,Office Supplies,26.432,8
02-09-2017,Ann Chong,United States,New York City,New York,East,Technology,197.97,3
02-09-2017,Ann Chong,United States,New York City,New York,East,Office Supplies,18.9,6
02-09-2017,Ann Chong,United States,New York City,New York,East,Furniture,1282.41,5
02-09-2017,Ann Chong,United States,New York City,New York,East,Office Supplies,4.92,3
02-09-2017,Ann Chong,United States,New York City,New York,East,Technology,238,2
02-09-2017,Ann Chong,United States,New York City,New York,East,Technology,167.97,3
02-09-2017,Ann Chong,United States,New York City,New York,East,Office Supplies,17.12,4
10-09-2017,Robert Waldorf,United States,Springfield,Missouri,Central,Office Supplies,16.2,3
10-09-2017,Robert Waldorf,United States,Springfield,Missouri,Central,Office Supplies,33.99,3
10-09-2017,Robert Waldorf,United States,Springfield,Missouri,Central,Technology,296.85,5
10-09-2017,Robert Waldorf,United States,Springfield,Missouri,Central,Technology,112.8,6
10-09-2017,Robert Waldorf,United States,Springfield,Missouri,Central,Office Supplies,13.71,3
10-09-2017,Robert Waldorf,United States,Springfield,Missouri,Central,Office Supplies,24.9,5
10-09-2017,Robert Waldorf,United States,Springfield,Missouri,Central,Office Supplies,286.29,3
10-09-2017,Robert Waldorf,United States,Springfield,Missouri,Central,Office Supplies,24.18,2
21-12-2017,Dean Braden,United States,Paterson,New Jersey,East,Technology,281.97,3
21-12-2017,Dean Braden,United States,Paterson,New Jersey,East,Office Supplies,69.5,5
21-12-2017,Dean Braden,United States,Paterson,New Jersey,East,Office Supplies,166.44,3
23-09-2017,Bill Donatelli,United States,Tulsa,Oklahoma,Central,Technology,291.96,4
06-05-2017,Max Ludwig,United States,Chicago,Illinois,Central,Office Supplies,6.408,3
06-05-2017,Max Ludwig,United States,Chicago,Illinois,Central,Technology,408.744,7
14-12-2014,Joy Daniels,United States,Chicago,Illinois,Central,Office Supplies,5.104,4
14-12-2014,Joy Daniels,United States,Chicago,Illinois,Central,Office Supplies,2.896,2
14-12-2014,Joy Daniels,United States,Chicago,Illinois,Central,Technology,35.016,3
18-10-2014,Alan Schoenberger,United States,Montgomery,Alabama,South,Office Supplies,275.97,3
18-10-2014,Alan Schoenberger,United States,Montgomery,Alabama,South,Technology,1394.95,5
18-10-2014,Alan Schoenberger,United States,Montgomery,Alabama,South,Furniture,545.88,6
08-05-2015,Allen Armold,United States,Salem,Oregon,West,Office Supplies,5.248,2
14-04-2016,Kean Takahito,United States,Glendale,Arizona,West,Furniture,933.536,4
14-04-2016,Kean Takahito,United States,Glendale,Arizona,West,Office Supplies,42.976,4
14-12-2015,Muhammed MacIntyre,United States,Columbus,Georgia,South,Office Supplies,3.76,2
03-12-2014,Nathan Gelder,United States,Oklahoma City,Oklahoma,Central,Technology,479.96,4
25-11-2014,Laurel Workman,United States,Brentwood,California,West,Office Supplies,320.88,6
25-11-2014,Laurel Workman,United States,Brentwood,California,West,Furniture,23.88,3
25-11-2014,Laurel Workman,United States,Brentwood,California,West,Office Supplies,26.76,4
25-07-2016,Christy Brittain,United States,Columbus,Ohio,East,Technology,1439.976,4
09-11-2015,Adam Shillingsburg,United States,Springfield,Missouri,Central,Office Supplies,17.22,3
09-11-2015,Adam Shillingsburg,United States,Springfield,Missouri,Central,Furniture,1024.38,7
09-11-2015,Adam Shillingsburg,United States,Springfield,Missouri,Central,Office Supplies,26.22,3
09-11-2015,Adam Shillingsburg,United States,Springfield,Missouri,Central,Office Supplies,17.34,3
24-02-2017,Christy Brittain,United States,Philadelphia,Pennsylvania,East,Office Supplies,4.956,4
25-06-2017,Max Ludwig,United States,Springfield,Oregon,West,Office Supplies,71.04,6
25-06-2017,Max Ludwig,United States,Springfield,Oregon,West,Office Supplies,5.344,2
25-06-2017,Max Ludwig,United States,Springfield,Oregon,West,Office Supplies,11.304,3
02-12-2017,Joy Smith,United States,Houston,Texas,Central,Office Supplies,294.62,5
02-12-2017,Joy Smith,United States,Houston,Texas,Central,Furniture,8.752,4
06-02-2014,Neil Ducich,United States,Chesapeake,Virginia,South,Office Supplies,15,4
06-02-2014,Neil Ducich,United States,Chesapeake,Virginia,South,Technology,161.61,1
06-02-2014,Neil Ducich,United States,Chesapeake,Virginia,South,Technology,144.95,5
11-04-2017,Luke Weiss,United States,Pasadena,California,West,Technology,199.95,5
11-04-2017,Luke Weiss,United States,Pasadena,California,West,Office Supplies,41.86,7
25-12-2017,Joni Wasserman,United States,Louisville,Kentucky,South,Office Supplies,95.94,3
25-12-2017,Joni Wasserman,United States,Louisville,Kentucky,South,Furniture,304.45,5
11-04-2017,Sample Company A,United States,Lubbock,Texas,Central,Office Supplies,11.364,3
31-12-2014,Rob Williams,United States,Columbia,Missouri,Central,Office Supplies,29.68,7
31-12-2014,Rob Williams,United States,Columbia,Missouri,Central,Technology,47.53,7
03-08-2017,Charlotte Melton,United States,Chicago,Illinois,Central,Furniture,183.372,2
15-11-2014,Jamie Frazer,United States,Johnson City,Tennessee,South,Office Supplies,4.224,3
15-11-2014,Jamie Frazer,United States,Johnson City,Tennessee,South,Office Supplies,333.056,2
15-11-2014,Jamie Frazer,United States,Johnson City,Tennessee,South,Office Supplies,24.896,4
11-12-2015,Stuart Calhoun,United States,Houston,Texas,Central,Technology,159.984,2
11-12-2015,Stuart Calhoun,United States,Houston,Texas,Central,Office Supplies,46.344,3
18-09-2016,Anne McFarland,United States,Auburn,Alabama,South,Furniture,350.98,1
18-09-2016,Anne McFarland,United States,Auburn,Alabama,South,Office Supplies,13.08,2
18-09-2016,Anne McFarland,United States,Auburn,Alabama,South,Office Supplies,900.08,4
19-03-2015,Berenike Kampe,United States,San Bernardino,California,West,Office Supplies,17.568,2
19-03-2015,Berenike Kampe,United States,San Bernardino,California,West,Office Supplies,14.62,2
19-03-2015,Berenike Kampe,United States,San Bernardino,California,West,Office Supplies,33.36,4
